Time (UTC) (Dd-MMM-yyyy HH:mm:ss),Year,Latitude (Degrees East),Longitude (Degrees North),Temperature (Degrees Celsius),Salinity (practical salinity unit),Chlorophyll (Micrograms per Liter),Turbidity(Nephelometric Turbidity Units),Oxygen (millilitres O2 per liter),Significant wave height (meters),Wave from direction (Degrees clockwise from due north),Wave period (seconds),North surface currents (meters/second),East surface currents (meters/second)
9/29/2018,2018,38.97069,-76.44324,22.36,3.49,4.74,,4.74,,,,-24.9,5.64
9/29/2018,2018,38.97068,-76.44325,22.57,3.64,4.58,,4.73,,,,3.35,-9.69
9/29/2018,2018,38.97073,-76.44326,22.73,3.56,5.31,,4.93,,,,29.91,-1.21
9/29/2018,2018,38.97075,-76.44325,22.49,3.58,3.79,,4.61,,,,21.29,12.52
9/29/2018,2018,38.97072,-76.44325,22.55,2.73,4.15,,4.8,,,,51.42,31.76
9/29/2018,2018,38.97072,-76.44326,22.3,2.48,3.05,,4.5,,,,35.81,37.24
9/30/2018,2018,38.97071,-76.44329,22.02,2.43,2.59,,4.3,,,,27.28,23.72
9/30/2018,2018,38.97073,-76.44329,,,,,,,,,21.33,-15.13
9/30/2018,2018,38.97068,-76.44332,22.3,3.25,2.92,,4.34,,,,9.03,-0.58
9/30/2018,2018,38.97069,-76.44329,22.24,3.21,2.88,,4.46,,,,-2.19,6.4
9/30/2018,2018,38.97069,-76.4433,22.15,3.17,2.83,,4.28,,,,-12.21,-8.58
9/30/2018,2018,38.97068,-76.44328,22.12,3.26,3.14,,4.28,,,,-12.61,-15.73
9/30/2018,2018,38.9707,-76.44333,21.97,3.13,2.9,,4.25,,,,-3.08,-5.33
9/30/2018,2018,38.97069,-76.44329,21.99,3.12,2.87,,4.08,,,,-5.86,9.87
9/30/2018,2018,38.97067,-76.44327,21.89,3.11,3.14,,4.2,,,,27,20.81
9/30/2018,2018,38.97069,-76.44328,21.61,3,3.17,,4.17,,,,11.27,20.64
9/30/2018,2018,38.9707,-76.44325,21.92,3.42,3.75,,4.29,,,,13.38,47.2
9/30/2018,2018,38.97072,-76.44325,21.92,3.54,3.78,,4.1,,,,18.51,79.61
9/30/2018,2018,38.97074,-76.44323,,,,,,,,,25.18,82.62
9/30/2018,2018,38.97073,-76.44324,21.58,3.46,3.04,,3.78,,,,18.87,62.19
9/30/2018,2018,38.97071,-76.44324,21.57,3.41,3.12,,3.86,,,,11,50.58
9/30/2018,2018,38.9707,-76.44323,21.55,3.15,3.68,,3.81,,,,-1.64,44.88
9/30/2018,2018,38.97069,-76.44324,21.82,3.05,3.09,,3.82,,,,-7.96,34.72
9/30/2018,2018,38.9707,-76.44323,22.01,3.1,3.68,,3.94,,,,-21.75,10.91
9/30/2018,2018,38.97071,-76.44322,22.49,3.19,4.41,,4.16,,,,-19.33,-10.9
9/30/2018,2018,38.97069,-76.44326,22.9,3.34,6.88,,5.11,,,,-32.5,-8.63
9/30/2018,2018,38.97072,-76.44326,22.88,3.21,10.52,,4.76,,,,0.89,-13.48
9/30/2018,2018,38.97075,-76.44325,22.46,2.84,5.23,,4.6,,,,20.81,19.27
9/30/2018,2018,38.97071,-76.44325,22.12,2.55,3.04,,4.35,,,,33.24,24.42
9/30/2018,2018,38.97073,-76.44326,,,,,,,,,34.45,30.24
10/1/2018,2018,38.97071,-76.44328,21.6,2.23,2,,4.03,,,,52.49,23.54
10/1/2018,2018,38.97074,-76.44328,22.29,2.58,4.57,,4.47,,,,29.29,-5.52
10/1/2018,2018,38.97073,-76.4433,22.09,2.89,3.85,,4.3,,,,-3.63,-6.04
10/1/2018,2018,38.97072,-76.44328,22.07,2.98,3.86,,4.28,,,,-23.58,-16.5
10/1/2018,2018,38.97072,-76.44325,21.96,2.86,3.71,,4.23,,,,-29.59,-28.66
10/1/2018,2018,38.97071,-76.44327,21.92,2.94,3.99,,4.31,,,,-66.66,-22.68
10/1/2018,2018,38.97069,-76.44329,21.82,2.86,3.79,,4.27,,,,-56.06,-29.29
10/1/2018,2018,38.97068,-76.44328,21.77,2.87,3.52,,4.24,,,,-34.7,-20.43
10/1/2018,2018,38.97069,-76.44327,21.7,2.89,3.15,,4.19,,,,-34.88,-20.24
10/1/2018,2018,38.9707,-76.44328,21.66,3.04,3.05,,4.13,,,,-23.25,-25.16
10/1/2018,2018,38.97071,-76.44326,,,,,,,,,-3.13,-19.68
10/1/2018,2018,38.97075,-76.44327,21.56,3.08,3.29,,4.16,,,,0.06,-15.05
10/1/2018,2018,38.97073,-76.44325,21.57,3.18,3.16,,4.11,,,,3.39,-5.86
10/1/2018,2018,38.97071,-76.44327,21.65,3.25,3.66,,4.21,,,,6.56,-8.82
10/1/2018,2018,38.97074,-76.44325,21.81,3.37,3.82,,4.25,,,,7.97,-19.77
10/1/2018,2018,38.9707,-76.44326,22.08,3.45,3.86,,4.32,,,,-2.89,-12.48
10/1/2018,2018,38.97071,-76.44327,22.42,3.55,5.29,,4.68,,,,-16.1,-10.44
10/1/2018,2018,38.97071,-76.44327,,,,,,,,,-45.41,-21.82
10/1/2018,2018,38.97071,-76.44328,22.58,3.57,6.11,,4.49,,,,-38.66,-20.49
10/1/2018,2018,38.97074,-76.44328,22.59,3.46,5.8,,4.63,,,,-21,-16.67
10/1/2018,2018,38.97076,-76.44328,22.53,3.4,5.73,,4.73,,,,-13.85,-12.93
10/1/2018,2018,38.97071,-76.44327,22.58,3.47,5.14,,4.68,,,,-10.68,-11.9
10/1/2018,2018,38.97072,-76.44327,22.52,3.52,5.07,,4.6,,,,1.58,18.46
10/2/2018,2018,38.97071,-76.44329,22.55,3.68,4.51,,4.44,,,,6.36,25.33
10/2/2018,2018,38.97075,-76.44327,22.51,4.03,5.03,,4.42,,,,24.54,26.67
10/2/2018,2018,38.97073,-76.4433,22.49,4.26,4.65,,4.23,,,,11.95,12.09
10/2/2018,2018,38.97073,-76.44328,22.44,4.52,4.11,,3.93,,,,-8.02,-13.99
10/2/2018,2018,38.97073,-76.44327,22.38,4.57,4.13,,3.91,,,,-42.93,-33.32
10/2/2018,2018,38.97072,-76.44328,,,,,,,,,-75.14,-39.49
10/2/2018,2018,38.97072,-76.44331,22.34,4.16,5.69,,4.17,,,,-89.87,-30.48
10/2/2018,2018,38.97068,-76.44328,22.32,4.05,5.99,,4.25,,,,-75.09,-41.01
10/2/2018,2018,38.97067,-76.44329,22.27,3.94,5.73,,4.21,,,,-56.8,-29.53
10/2/2018,2018,38.97069,-76.4433,22.21,3.89,5.25,,4.18,,,,-42.66,-18.04
10/2/2018,2018,38.97071,-76.44329,22.1,3.9,4.77,,4.12,,,,-8.28,-26.39
10/2/2018,2018,38.97073,-76.44328,22.04,3.98,4.88,,4.03,,,,11.12,-1.04
10/2/2018,2018,38.97073,-76.44326,22.16,4.27,4.98,,4.03,,,,15.61,12.78
10/2/2018,2018,38.97071,-76.44327,22.28,3.01,5.73,,4.07,,,,17.96,28.07
10/2/2018,2018,38.97071,-76.44327,22.59,4.43,6.4,,4.37,,,,29.64,42.21
10/2/2018,2018,38.9707,-76.44326,22.92,4.2,8.31,,4.69,,,,9.42,37.49
10/2/2018,2018,38.97071,-76.44326,,,,,,,,,16.47,28.37
10/2/2018,2018,38.9707,-76.44326,23.18,4.44,9.35,,5.54,,,,16.96,14.75
10/2/2018,2018,38.97073,-76.44323,23.28,4.45,11.39,,5.91,,,,5.48,-6
10/2/2018,2018,38.97072,-76.44324,23.33,3.58,10.12,,5.82,,,,-4.6,-25.21
10/2/2018,2018,38.97073,-76.44326,23.34,4.55,9.55,,5.82,,,,-23.22,-3.28
10/2/2018,2018,38.97075,-76.44326,23.16,4.06,7.76,,5.68,,,,-28.4,-13.08
10/2/2018,2018,38.97072,-76.44326,23.33,3.88,11.3,,6.13,,,,-28.55,-5.18
10/2/2018,2018,38.97072,-76.44326,23.24,4.04,9.76,,5.79,,,,-14.84,-8.3
10/3/2018,2018,38.97071,-76.44328,23.16,4.36,8.39,,5.5,,,,-5.27,9.75
10/3/2018,2018,38.97074,-76.44328,23.15,4.45,8.84,,5.42,,,,12.14,10.75
10/3/2018,2018,38.97073,-76.44328,23.01,4.63,7.77,,5.22,,,,20.53,18.82
10/3/2018,2018,38.97074,-76.44326,,,,,,,,,20.46,19.62
10/3/2018,2018,38.97074,-76.44326,22.85,4.96,5.7,,4.84,,,,-0.99,-14.78
10/3/2018,2018,38.97072,-76.44326,22.78,5.09,5.55,24.63,4.72,,,,0.16,-26.71
10/3/2018,2018,38.97071,-76.44328,22.74,4.89,5.93,,4.64,,,,-20.53,-35.01
10/3/2018,2018,38.97069,-76.44326,22.8,4.46,7.86,,4.82,,,,-27.04,-49.29
10/3/2018,2018,38.97067,-76.44328,22.79,4.48,6.33,,4.72,,,,-29.85,-46.76
10/3/2018,2018,38.97068,-76.44328,22.69,4.62,6.91,,4.5,,,,-13.05,-34.39
10/3/2018,2018,38.9707,-76.44325,22.66,4.22,7.21,,5.14,,,,10.09,-31.4
10/3/2018,2018,38.97071,-76.44326,22.58,4.2,7.82,,4.61,,,,-2.42,-27.57
10/3/2018,2018,38.97071,-76.44325,22.57,4.27,7.99,,4.49,,,,31,3.16
10/3/2018,2018,38.9707,-76.44324,22.8,4.46,7.44,,4.68,,,,34.27,-10.86
10/3/2018,2018,38.97072,-76.44324,,,,,,,,,35.98,3.2
10/3/2018,2018,38.9707,-76.44324,23.17,4.74,6.4,,5.08,,,,40.89,3.03
10/3/2018,2018,38.97069,-76.44323,23.23,4.8,6.03,,5.1,,,,27.21,9.11
10/3/2018,2018,38.97068,-76.44324,23.31,4.8,8.04,,5.48,,,,33.42,56.08
10/3/2018,2018,38.9707,-76.44323,23.59,4.7,9.89,,5.82,,,,10.99,37.17
10/3/2018,2018,38.97069,-76.44325,23.94,4.61,13.8,,6.52,,,,-2.59,10.22
10/3/2018,2018,38.9707,-76.44327,23.92,4.7,12.43,,6.35,,,,-29.27,-8.91
10/3/2018,2018,38.97071,-76.44327,23.74,4.8,10.04,,5.84,,,,-19.2,-17.3
10/3/2018,2018,38.97069,-76.44327,23.29,4.05,14.66,,6.33,,,,-8.5,-14.75
10/3/2018,2018,38.9707,-76.44328,23.21,3.92,9.61,,5.55,,,,1.13,-7.72
10/4/2018,2018,38.97069,-76.44329,22.91,3.59,7.56,,5.17,,,,15.07,-32.98
10/4/2018,2018,38.97072,-76.44329,,,,,,,,,40.79,0.79
10/4/2018,2018,38.97071,-76.44328,22.92,3.96,7.41,,4.97,,,,49.36,41.77
10/4/2018,2018,38.97075,-76.44325,22.69,3.76,5.8,,4.85,,,,55.58,33.05
