Time (UTC) (Dd-MMM-yyyy HH:mm:ss),Year,Latitude (Degrees East),Longitude (Degrees North),Temperature (Degrees Celsius),Salinity (practical salinity unit),Chlorophyll (Micrograms per Liter),Turbidity(Nephelometric Turbidity Units),Oxygen (millilitres O2 per liter),Significant wave height (meters),Wave from direction (Degrees clockwise from due north),Wave period (seconds),North surface currents (meters/second),East surface currents (meters/second)
9/21/2016,2016,38.963603,-76.44688,25,15.3,7.4,3.3,2.8,0.2,9.85E+01,1.9,-46.81,-4.98
9/21/2016,2016,38.963608,-76.446868,25,15.4,6.8,3.7,2.4,0.1,6.83E+01,2,-35.75,38.41
9/21/2016,2016,38.96362,-76.446872,25,NaN,7.1,3.2,2.3,0.1,2.54E+01,2,-12.21,70.52
9/21/2016,2016,38.963627,-76.446858,25.1,14.8,8.2,2.5,2.7,NaN,NaN,NaN,16.98,113.85
9/22/2016,2016,38.963635,-76.446863,25.1,14.9,8.4,2.4,2.7,0.1,8.09E+01,2,-24.06,141.86
9/22/2016,2016,38.963625,-76.446877,24.9,15,6.3,2.5,2.4,0.1,1.99E+02,2,-5.93,68.65
9/22/2016,2016,38.963623,-76.446875,24.9,15.2,6.2,2.8,2.4,0.2,9.26E+01,1.8,-34.79,35.49
9/22/2016,2016,38.963617,-76.446875,NaN,15.2,6.1,3.8,2.3,0.2,8.53E+01,1.9,-10.84,-5.28
9/22/2016,2016,38.96361,-76.446868,24.9,15.2,6.1,4.1,2.2,0.1,93,1.9,-1.34,-60.32
9/22/2016,2016,38.963613,-76.446863,24.9,15.1,6.2,NaN,2.3,0.1,8.93E+01,1.8,-21.94,-81.88
9/22/2016,2016,38.963607,-76.446877,24.8,15.1,6.2,3.4,2.3,0.1,9.03E+01,1.7,-22.56,-95.88
9/22/2016,2016,38.963607,-76.446872,24.8,15.1,6.1,5.7,2,0.1,1.12E+02,1.9,-20.87,-81.04
9/22/2016,2016,38.9636,-76.44687,24.7,15.2,7.3,3.6,2.5,0.2,7.51E+01,1.8,-10.17,-81.21
9/22/2016,2016,38.9636,-76.446868,NaN,NaN,7,3.9,2.4,0.3,6.71E+01,1.9,-11.79,-29.48
9/22/2016,2016,38.963608,-76.44688,24.7,15.2,7.3,4.3,2.3,0.2,8.42E+01,2,-3.38,14.85
9/22/2016,2016,38.963612,-76.446877,24.6,15.2,5.5,3.7,2.2,0.3,7.88E+01,2.1,26.98,73.79
9/22/2016,2016,38.963625,-76.446883,24.6,15.2,5.3,3.8,2.3,0.3,7.87E+01,2.3,41.75,115.72
9/22/2016,2016,38.96362,-76.446872,24.6,15.2,5.2,3.9,2.3,0.3,7.87E+01,2.3,55.56,111.76
9/22/2016,2016,38.963615,-76.446875,24.7,15.2,5.2,3.9,2.4,0.3,7.25E+01,2.2,42.27,99.59
9/22/2016,2016,38.963603,-76.446867,24.7,15.2,5.4,3.9,2.3,0.3,74,2.1,31.72,54.03
9/22/2016,2016,38.963602,-76.44686,24.9,15.2,6.2,3.5,2.6,0.3,7.11E+01,2.1,48.56,28.58
9/22/2016,2016,38.963603,-76.44686,25.2,14.8,7.2,2.5,3.1,0.2,9.58E+01,2.2,19.33,-14.28
9/22/2016,2016,38.963598,-76.446862,25.3,14.8,6.4,2.7,3.2,0.2,9.66E+01,2.2,30.34,-29.91
9/22/2016,2016,38.963598,-76.446862,25.2,15.1,NaN,3.4,4,0.2,1.09E+02,2.1,41.32,-81.68
9/22/2016,2016,38.963593,-76.446868,25.2,15.1,10,3.1,3.7,0.2,2.28E+02,2,-6.3,-69.28
9/22/2016,2016,38.963597,-76.446875,25.1,15.2,7.9,3.2,3.3,0.2,2.04E+02,2.1,-54.88,-35.77
9/22/2016,2016,38.963613,-76.446883,25.1,14.9,11.4,2.7,3.8,0.2,3.05E+02,1.9,-47.3,40.5
9/22/2016,2016,38.963625,-76.446873,25.1,15,10.1,2.6,3.6,0.1,1.49E+02,1.9,-29.69,68.87
9/23/2016,2016,38.96364,-76.446858,25,14.7,8.3,2.5,3.3,0.1,3.21E+02,2,-12.36,103.99
9/23/2016,2016,38.963633,-76.446855,25,14.6,10.1,2.3,3.6,0.1,8.89E+01,2.1,-13.21,112.75
9/23/2016,2016,38.963637,-76.446878,24.9,14.4,10,2,3.7,0.1,9.09E+01,1.7,-0.82,75.56
9/23/2016,2016,38.963638,-76.446873,24.9,14.6,8.6,2.1,3.4,0.2,1.41E+02,1.7,-51.45,54.57
9/23/2016,2016,38.963637,-76.446858,25,14.9,9.3,3.4,3,0.1,1.51E+02,1.7,-24.26,4.29
9/23/2016,2016,38.963622,-76.446873,25,NaN,9.3,3.6,2.5,0.1,1.28E+02,1.7,-32.11,-40.39
9/23/2016,2016,38.963613,-76.446868,24.9,14.7,8.7,2.7,3.4,0.1,160,1.8,-25.66,-73.71
9/23/2016,2016,38.96361,-76.446867,NaN,14.8,8.6,2.8,3.1,0,1.68E+02,2,-34.48,-89.16
9/23/2016,2016,38.963612,-76.446863,24.8,14.7,8.8,2.7,3.1,0,177,2,-47.5,-94.72
9/23/2016,2016,38.96362,-76.44687,24.7,14.7,8.6,2.1,3.1,NaN,NaN,NaN,-36.74,-53.84
9/23/2016,2016,38.963612,-76.44687,24.7,14.7,8.6,2,2.7,0,8.15E+01,2.3,-45.6,-52.12
9/23/2016,2016,38.963613,-76.446863,NaN,14.7,9.1,2,2.3,0.1,1.89E+02,1.9,-16.26,9.06
9/23/2016,2016,38.963622,-76.446867,24.7,14.8,9.9,2.4,2.6,0.1,1.32E+02,2.5,2.16,38.23
9/23/2016,2016,38.963633,-76.446853,24.9,14.9,8.6,4,2.9,0.1,3.17E+01,2,26.63,114.76
9/23/2016,2016,38.963633,-76.446865,24.7,14.6,9.3,2.4,3.2,0.1,3.34E+02,2,10.47,75.35
9/23/2016,2016,38.963633,-76.44686,24.9,14.7,10.1,2.2,3.5,0.1,3.01E+02,2.1,22.19,72.81
9/23/2016,2016,38.963628,-76.446865,25.3,14.7,11.5,2.2,4.1,0.2,2.36E+02,2.4,9.69,52.76
9/23/2016,2016,38.963628,-76.446868,25.7,14.7,11.5,2.1,4.5,0.2,1.67E+01,2.2,15.1,19.19
9/23/2016,2016,38.963637,-76.446862,25.7,NaN,15.9,2.3,5,0.2,2.70E+02,2.2,2.82,-32.05
9/23/2016,2016,38.963625,-76.446862,25.6,14.7,16.2,2.3,5.3,0.2,87,2.2,-31.41,-75.69
9/23/2016,2016,38.963627,-76.44686,25.8,14.7,NaN,2.6,5.9,0.2,1.49E+02,2.2,3.76,-61.24
9/23/2016,2016,38.963637,-76.446857,25.9,NaN,26.9,2.8,6.1,0.2,2.07E+02,2.3,1.11,-57.06
9/23/2016,2016,38.963633,-76.446855,25.8,NaN,27.2,2.9,5.8,0.2,241,2.1,-30.59,-28.05
9/23/2016,2016,38.963632,-76.446855,25.7,14.7,NaN,2.5,5.5,0.2,1.86E+02,2,-47.92,4.77
9/24/2016,2016,38.963642,-76.44686,25.6,14.8,18.8,2.4,5,0.2,2.26E+02,1.9,-41.16,37.91
9/24/2016,2016,38.963645,-76.446852,25.6,14.8,18,2.3,5.1,0.1,1.74E+02,2,-19.14,99.06
9/24/2016,2016,38.963643,-76.44685,25.5,14.8,15.1,2.3,4.5,0.2,1.81E+02,1.9,-13.4,142.77
9/24/2016,2016,38.963638,-76.446848,25.1,14.9,NaN,2.8,3.7,0.2,1.68E+02,2.1,-41.83,67.83
9/24/2016,2016,38.963625,-76.44685,24.9,14.9,7.9,2.7,3.5,0.2,162,2.1,-70.59,42.62
9/24/2016,2016,38.963623,-76.446833,24.9,15,7.4,2.7,3.4,0.1,1.61E+02,2,-24.77,-33.01
9/24/2016,2016,38.963607,-76.446842,24.9,15,8.1,2,3.4,0.1,1.60E+02,2,-65.88,-33.13
9/24/2016,2016,38.9636,-76.446843,25.1,14.8,10.9,2.6,3.9,0.1,1.64E+02,2.1,-50.38,-100.23
9/24/2016,2016,38.963602,-76.446843,25,14.9,10.8,3.1,3.6,NaN,NaN,NaN,-67.18,-103.57
9/24/2016,2016,38.963595,-76.44685,24.9,15,8.9,3.1,3.4,NaN,NaN,NaN,-89.36,-110.35
9/24/2016,2016,38.963595,-76.446858,24.9,14.9,9.8,2.7,3.5,0.1,1.53E+02,2.3,-49.69,-120.64
9/24/2016,2016,38.963595,-76.446882,24.9,15,9.4,2.7,3.5,0.3,5.95E+01,1.9,-84.97,-119.65
9/24/2016,2016,38.963603,-76.446882,NaN,15.3,8.9,2.7,3,0.3,8.54E+01,2.1,-55.16,-55.6
9/24/2016,2016,38.963603,-76.446875,NaN,15.5,9,2.9,3.1,0.3,8.43E+01,2.1,-0.58,65.35
9/24/2016,2016,38.963608,-76.446882,24.8,15.6,9.9,3,3,0.3,8.27E+01,2.1,46.29,52.72
9/24/2016,2016,38.963598,-76.44687,24.9,15.6,9.7,3,3.1,0.4,8.25E+01,2.2,10.05,54.48
9/24/2016,2016,38.963597,-76.446863,24.9,15.6,11.4,2.9,3.3,0.4,6.66E+01,2.2,2.03,26.71
9/24/2016,2016,38.963598,-76.446862,24.9,15.2,10.3,3.2,3.7,0.3,6.66E+01,2.2,40.27,-5.41
9/24/2016,2016,38.963592,-76.446852,25,14.9,10,3.4,3.8,0.3,6.71E+01,2.1,73.07,-38.77
9/24/2016,2016,38.963593,-76.446865,24.9,15.1,8.5,4,3.6,NaN,NaN,NaN,59.19,-59.3
9/24/2016,2016,38.963597,-76.446863,24.8,15.3,9,4.1,3.6,NaN,NaN,NaN,-3.78,-87.84
9/24/2016,2016,38.963595,-76.446867,24.7,15.2,9.8,4.1,NaN,0.2,6.64E+01,1.9,-5.72,-122.6
9/24/2016,2016,38.963598,-76.446873,24.8,15.3,7.4,5.3,3.2,0.2,7.02E+01,1.9,-22.42,-87.47
9/24/2016,2016,38.963613,-76.446885,24.8,15.4,12.5,4.2,3.5,0.2,1.23E+02,1.9,-66.68,-47.05
9/25/2016,2016,38.963628,-76.446882,24.6,15,14.1,3.3,3.4,0.1,1.20E+02,1.8,-45.81,-6.4
9/25/2016,2016,38.963633,-76.44688,24.5,14.8,10.9,2.8,3.7,0.2,1.31E+02,1.8,-32.76,54.77
9/25/2016,2016,38.963643,-76.446868,24.4,14.8,7.8,2.4,3.5,0.1,122,1.7,-4.04,105.68
9/25/2016,2016,38.96364,-76.446858,24.4,14.8,8.3,2.7,3.4,0.1,1.42E+02,1.7,21.84,135.67
9/25/2016,2016,38.963637,-76.446872,24.3,14.6,7.1,2.5,3.2,0.1,1.47E+02,1.8,-1.22,104.46
9/25/2016,2016,38.963635,-76.446873,24.4,14.6,NaN,2.4,2.9,0.1,104,2.4,-56.9,71.05
9/25/2016,2016,38.963615,-76.446862,24.5,14.9,7.9,3.4,2.6,0,1.32E+02,2.1,-50.35,37.72
9/25/2016,2016,38.963608,-76.446862,24.5,NaN,7.6,3.6,2.7,0,1.15E+02,1.8,-59.92,-33.07
9/25/2016,2016,38.9636,-76.446877,24.4,14.9,7.4,3.4,3.1,0.2,6.93E+01,1.9,-52.43,-77.93
9/25/2016,2016,38.963597,-76.446873,24.3,14.8,6.8,3.7,3.1,0.3,6.83E+01,2.1,-43.14,-98.57
9/25/2016,2016,38.963592,-76.44687,24.2,14.8,NaN,3.6,3.1,0.3,71,2.1,-48.33,-105.01
9/25/2016,2016,38.963603,-76.446877,24.1,14.8,6.8,3.8,3.1,0.3,7.39E+01,2.1,-37.98,-91.25
9/25/2016,2016,38.963602,-76.446882,24.2,14.9,5.7,5,2.9,0.3,7.65E+01,2,-32.5,-26.78
9/25/2016,2016,38.963605,-76.44688,24,14.9,5.5,5.1,3,0.3,7.23E+01,2,-14.26,-12.47
9/25/2016,2016,38.963608,-76.446877,23.9,14.8,6,3.9,3,NaN,NaN,NaN,-27.51,-1.05
9/25/2016,2016,38.963607,-76.446873,24,14.8,6.8,4,NaN,0.3,2.44E+01,2.2,7.55,24.72
9/25/2016,2016,38.96361,-76.446873,24,14.8,6.8,4.3,2.9,0.3,5.48E+01,2.2,-7.23,32.84
9/25/2016,2016,38.963612,-76.446868,24.1,14.9,5,4.5,2.9,0.3,3.01E+02,2.3,23.26,40.08
9/25/2016,2016,38.963612,-76.446868,24.3,14.9,5.2,3.7,3.2,0.2,1.85E+02,2.1,20.5,37.72
9/25/2016,2016,38.963613,-76.446858,24.4,NaN,5.9,3.3,3.5,0.3,334,2.2,44.76,-6.11
9/25/2016,2016,38.963613,-76.446867,24.4,14.9,8.6,3,4,0.2,2.05E+02,2.2,26.59,-45.18
9/25/2016,2016,38.963603,-76.446865,24.5,14.9,11.5,2.9,4.4,0.2,2.07E+02,2.2,13.7,-61.23
9/25/2016,2016,38.963607,-76.44687,24.4,14.9,11.1,2.9,4.5,0.2,2.13E+02,2.2,-14.37,-86.86
9/25/2016,2016,38.963602,-76.446873,24.1,14.9,12.1,3.2,3.8,0.2,1.51E+02,2.2,-38.42,-72.73
9/26/2016,2016,38.963607,-76.446872,24.1,15,8.2,3.7,3.2,0.1,149,2.2,-42.11,-59.76
9/26/2016,2016,38.963622,-76.446875,23.9,14.9,8.4,5.1,2.7,0.1,182,1.9,-62.05,-41.84
9/26/2016,2016,38.963625,-76.446868,23.9,15,7.3,5.7,2.7,0.1,2.08E+02,1.9,-69.94,25.96
9/26/2016,2016,38.963627,-76.446867,23.8,NaN,7,5.1,2.8,0,1.47E+02,1.7,-33.79,57.17
9/26/2016,2016,38.963647,-76.446867,23.7,14.9,7,2.7,3.5,0.2,1.62E+02,1.8,-5.27,87.37
9/26/2016,2016,38.963645,-76.446862,23.8,14.9,7,3,3.4,0.3,1.68E+02,2,-6.73,99.37
9/26/2016,2016,38.96364,-76.446862,23.8,15,6.8,4.4,3,0.2,1.66E+02,2,-25.32,73.03
9/26/2016,2016,38.96364,-76.446865,23.7,NaN,7.3,4.5,3.2,0.3,1.72E+02,2.1,-8.23,12.82
9/26/2016,2016,38.963638,-76.446857,23.6,15,7.1,4,3.3,0.3,1.69E+02,2.2,-11.36,-43.01
9/26/2016,2016,38.963632,-76.44687,NaN,15,6.6,3.8,3.3,0.3,1.67E+02,2.3,-22.29,-63.95
9/26/2016,2016,38.963625,-76.446875,23.6,15,5.9,3.9,3.2,0.4,1.70E+02,2.4,-19.38,-95.88
9/26/2016,2016,38.963628,-76.446873,23.5,15,6,4,3.1,0.4,1.70E+02,2.5,-18.84,-80.34
9/26/2016,2016,38.963632,-76.446877,23.3,15,6.2,4.2,3,0.4,1.70E+02,2.5,0.7,-69.97
9/26/2016,2016,38.963635,-76.446872,23.4,15,4.8,4.9,2.9,0.5,171,2.6,-29.41,-45.13
9/26/2016,2016,38.963637,-76.44687,23.5,15.2,5.4,4.3,2.9,0.5,1.72E+02,2.6,-24.85,-1.68
9/26/2016,2016,38.963645,-76.446865,23.6,15.3,5.2,4,3.2,0.5,1.68E+02,2.6,-7.94,25.72
9/26/2016,2016,38.96365,-76.44686,23.4,15.2,5.7,3.9,3.1,NaN,NaN,NaN,-10.07,61.77
9/26/2016,2016,38.963647,-76.446858,23.3,15.1,5.2,4.5,3.2,0.5,168,2.6,9.5,48.71
9/26/2016,2016,38.96365,-76.44686,23.3,15.1,5,6.6,3.1,0.6,1.70E+02,2.6,-24.91,57.35
9/26/2016,2016,38.963643,-76.446855,23.4,15.2,5,6.6,3.1,0.6,168,2.7,6.58,28.46
9/26/2016,2016,38.963645,-76.446855,23.3,15.2,5.2,5.8,3.3,0.6,1.61E+02,3,-28.52,-19.37
9/26/2016,2016,38.963643,-76.446855,23.3,15.2,5.7,4.9,3.4,0.6,165,2.8,-27.18,-41.37
9/26/2016,2016,38.963642,-76.446872,23.4,15.3,5.7,5.9,3.4,0.5,1.67E+02,2.8,-40.5,-64.47
9/26/2016,2016,38.963638,-76.446868,23.3,15.3,5.7,5.7,3.5,0.6,1.73E+02,2.8,-28.41,-69.95
9/27/2016,2016,38.963638,-76.446855,23.1,15.2,6.4,5.8,3.4,0.5,1.74E+02,2.9,-2.4,-57.69
9/27/2016,2016,38.963647,-76.446847,NaN,14.7,6.4,3.3,3.5,0.4,174,2.8,-53.07,-65.53
9/27/2016,2016,38.963652,-76.446858,23,14.9,6.1,3.7,3.4,0.5,1.70E+02,2.9,-39.78,-17.64
9/27/2016,2016,38.96365,-76.44684,23,15,5.8,3.7,3.4,0.6,175,2.9,-45.14,74.15
9/27/2016,2016,38.963648,-76.446842,23.1,15.1,5.6,3.9,3.3,0.5,1.71E+02,2.8,-16.03,98.04
9/27/2016,2016,38.963645,-76.446847,23.1,15.2,5.5,3.9,3.2,0.4,1.67E+02,2.6,-24.72,86.4
9/27/2016,2016,38.963642,-76.44685,23.1,15.3,5.2,3.2,3,0.3,1.66E+02,2.5,-59.58,48.5
9/27/2016,2016,38.963637,-76.446847,23,15.4,5.1,3.1,3,0.3,1.64E+02,2.4,-44.91,6.71
9/27/2016,2016,38.963625,-76.446837,23.1,15.4,4.8,3.2,3,0.2,1.57E+02,2.5,-97.76,-40.01
9/27/2016,2016,38.963612,-76.446848,23.1,15.4,5,3.3,3,0.2,1.60E+02,2.3,-58.82,-85
9/27/2016,2016,38.963605,-76.446843,22.7,14.6,5,2.4,3.4,0.2,1.65E+02,2.5,-73.5,-90.19
9/27/2016,2016,38.963598,-76.446848,22.7,14.9,5.5,2.7,3.3,0.1,1.56E+02,2.5,-92.55,-91.11
9/27/2016,2016,38.963593,-76.446845,22.5,14.8,5.9,2.7,3.3,0.1,1.68E+02,2.4,-90.13,-83.09
9/27/2016,2016,38.963598,-76.44684,22.4,14.8,6.6,3.3,3.3,0.1,1.89E+02,2.1,-84.09,-73.99
9/27/2016,2016,38.963605,-76.44684,22.7,14.6,7.3,2.5,3.3,0.1,9.36E+01,2.2,-112.08,-73.07
9/27/2016,2016,38.963607,-76.446838,22.8,14.7,7.3,2.7,3.3,0.1,2.03E+02,2.2,-95.21,-32.92
9/27/2016,2016,38.963603,-76.446842,22.9,14.8,6.7,2.5,3.4,0.1,1.78E+02,2.3,-94.02,32.89
9/27/2016,2016,38.963613,-76.446847,23.3,14.8,10.5,2.7,NaN,NaN,NaN,NaN,-48.79,88.34
9/27/2016,2016,38.963628,-76.446845,23.6,15,8.9,2.6,3.4,0.1,9.32E+01,2.2,-3,141.17
9/27/2016,2016,38.96363,-76.446845,23.7,15,10.9,NaN,3.9,0.1,196,2.4,38.16,117.78
9/27/2016,2016,38.96363,-76.44684,24.2,14.8,12.3,2.7,4.1,0.1,1.53E+02,2.3,21.3,127.06
9/27/2016,2016,38.963628,-76.446837,24.3,14.8,8.5,2.2,4,NaN,NaN,NaN,18.46,74.38
9/27/2016,2016,38.963635,-76.446843,24,14.8,7.7,2.2,4.2,0.1,1.13E+02,2.2,-1.05,6.12
9/27/2016,2016,38.96363,-76.446853,23.6,14.9,5.8,2.1,4.3,0.1,1.76E+02,1.8,-23.57,-53.3
9/28/2016,2016,38.963633,-76.446848,23.3,14.7,6.1,2.2,4.3,0.2,1.75E+02,1.9,-23.72,-86.78
9/28/2016,2016,38.963633,-76.446853,23.4,14.6,6.2,2.2,4.4,0.2,1.68E+02,2,-17.03,-96.53
9/28/2016,2016,38.963638,-76.44687,23.2,14.7,5.6,NaN,4.3,NaN,NaN,NaN,-37.21,-94.11
9/28/2016,2016,38.963625,-76.44687,23.1,14.7,5.2,2.1,3.7,0.1,1.67E+02,2,-77.49,-72.03
9/28/2016,2016,38.963628,-76.446873,23,14.7,4.8,2,3.6,0.1,1.67E+02,2.1,-102.01,-18.51
9/28/2016,2016,38.963635,-76.446868,22.9,14.6,3.9,1.9,3.5,0.1,1.60E+02,2.1,-60.61,69.11
9/28/2016,2016,38.963638,-76.446862,22.9,14.4,3.4,1.9,3.3,0.1,1.54E+02,2,-23.28,134.07
9/28/2016,2016,38.963637,-76.446867,22.8,14.6,3.5,1.8,3.2,0.1,1.51E+02,1.8,-16.89,132.8
9/28/2016,2016,38.963632,-76.446875,23,15.1,5.6,1.8,4,0.1,134,1.9,-16.1,94.61
9/28/2016,2016,38.963625,-76.446875,22.9,15.2,5.9,1.7,3.8,0.1,94,1.8,-0.97,36.11
9/28/2016,2016,38.963605,-76.446878,22.9,15.5,5.9,1.9,3.8,0.2,7.26E+01,1.9,-13.25,-44.5
9/28/2016,2016,38.963607,-76.44688,23.1,15.8,6.2,2.2,3.5,0.3,75,1.9,-8.06,-95.08
9/28/2016,2016,38.963605,-76.446873,23.2,15.9,6.2,2.2,3.3,0.3,7.58E+01,2,-40.89,-80.16
9/28/2016,2016,38.963608,-76.446885,23.1,15.8,5.9,2.8,3.4,0.3,8.35E+01,2.1,-66.83,-106.56
9/28/2016,2016,38.96361,-76.446885,23.1,15.8,5.3,3.2,3.2,0.4,8.44E+01,2.2,-39.11,-76.38
9/28/2016,2016,38.96361,-76.446878,23,15.9,5,3.8,3.2,0.3,8.82E+01,2,-58.96,-38.49
9/28/2016,2016,38.963615,-76.44688,23.1,15.9,4.9,3.3,3,0.3,9.37E+01,2,-27.14,7.17
9/28/2016,2016,38.963608,-76.446875,23.1,15.9,5.7,3.1,3.2,0.1,7.65E+01,1.8,-16.4,20.33
9/28/2016,2016,38.963623,-76.44687,23.1,16,5.3,3.3,3.3,0.3,8.03E+01,2.1,20.93,55.64
9/28/2016,2016,38.963613,-76.446873,23.3,16.1,NaN,2.9,3.5,0.2,7.28E+01,2.1,-12.69,52.31
9/28/2016,2016,38.963627,-76.446878,23.3,16,7.6,2.5,3.5,0.2,1.04E+02,1.9,14.55,85.26
9/28/2016,2016,38.963628,-76.446885,23.2,15.9,NaN,2.7,3.7,0.3,9.47E+01,2,-4.4,48.2
9/28/2016,2016,38.963625,-76.446882,23.2,15.9,NaN,2.4,3.5,0.3,9.55E+01,2.1,-21.61,8.82
9/28/2016,2016,38.963615,-76.446888,23.2,16,8,2.9,3.3,0.4,8.53E+01,2.2,-20.09,-38.54
9/29/2016,2016,38.963615,-76.446885,23.2,16.1,6.7,3.3,3.2,NaN,NaN,NaN,-53.92,-58.02
9/29/2016,2016,38.963615,-76.446887,23.2,16.2,6.8,4,3.1,0.5,7.79E+01,2.3,-28.13,-88.27
9/29/2016,2016,38.963607,-76.446888,23.1,16.1,7.6,3.8,3.3,0.5,8.16E+01,2.4,-53.43,-90.52
9/29/2016,2016,38.963618,-76.446895,23.1,16.1,7.1,4.3,3.3,0.5,90,2.5,-71.84,-80.11
9/29/2016,2016,38.963622,-76.446897,23,16,5.9,NaN,3.3,0.5,9.47E+01,2.5,-59.94,-30.57
9/29/2016,2016,38.963623,-76.446897,22.9,16,5.5,5.1,3.4,0.7,1.07E+02,2.8,-19.69,-20.89
9/29/2016,2016,38.963635,-76.446893,22.9,16,5.2,6.9,3.3,0.7,9.42E+01,2.8,-8.99,15.4
9/29/2016,2016,38.96363,-76.446895,23,16.1,7,7,3.1,0.7,9.76E+01,2.8,18.68,30.27
9/29/2016,2016,38.963623,-76.446888,22.9,16.1,6.8,5.1,NaN,0.5,8.64E+01,2.7,39.33,30.71
9/29/2016,2016,38.96362,-76.44689,22.8,16,5.7,4.4,3.3,0.6,8.07E+01,2.7,46.27,6.52
9/29/2016,2016,38.963608,-76.446892,22.8,15.9,5.4,4.3,NaN,0.6,8.18E+01,2.7,8.35,-17.71
9/29/2016,2016,38.963612,-76.446897,22.8,16,5.6,4.3,3.3,0.7,9.01E+01,2.8,24.24,-53.36
9/29/2016,2016,38.96361,-76.446898,22.7,16,4.6,4.4,3.3,0.5,8.68E+01,2.5,-29.27,-88.64
9/29/2016,2016,38.963615,-76.446902,22.6,15.9,4,4.3,3.1,0.6,9.31E+01,2.6,-117.93,-114.69
9/29/2016,2016,38.963603,-76.446905,22.5,15.8,5,4.6,3.2,0.6,9.56E+01,2.7,-58.39,-96.78
9/29/2016,2016,38.963605,-76.446893,22.6,15.8,5.2,4,3.1,0.6,9.36E+01,2.7,-69.64,-64.37
9/29/2016,2016,38.96362,-76.446888,22.7,15.7,4.1,4.2,NaN,0.6,8.76E+01,2.6,-68.09,-33.17
9/29/2016,2016,38.963615,-76.446903,22.8,15.9,4.1,3.9,3.2,0.6,8.59E+01,2.7,-59.38,-37.48
9/29/2016,2016,38.963612,-76.446897,22.8,15.9,3.9,6,3.1,0.6,8.41E+01,2.8,-34.8,-2.62
9/29/2016,2016,38.963613,-76.446895,22.8,15.9,3.9,5.8,3.1,0.5,8.56E+01,2.6,-25.28,20.2
9/29/2016,2016,38.963615,-76.446893,22.7,15.9,4.4,4.2,3.4,0.6,88,2.7,7.29,42.1
9/29/2016,2016,38.963612,-76.446893,22.6,15.8,NaN,4,3.4,0.5,8.63E+01,2.4,26.32,32.1
9/29/2016,2016,38.963615,-76.446898,22.6,15.8,4.5,4.3,3.4,0.5,7.64E+01,2.4,16.97,-7.74
9/29/2016,2016,38.963595,-76.446898,NaN,15.8,4.5,4.1,NaN,0.5,7.78E+01,2.6,24.43,-54.14
9/30/2016,2016,38.963603,-76.446887,NaN,15.9,4.6,4.2,3.4,0.5,73,2.4,-20.26,-43.37
9/30/2016,2016,38.9636,-76.446903,22.5,16,4.5,3.9,3.4,0.5,7.58E+01,2.6,-76.76,-81.76
9/30/2016,2016,38.9636,-76.446893,22.4,NaN,3.8,3.7,3.4,0.5,7.77E+01,2.6,-109.88,-135.75
9/30/2016,2016,38.963603,-76.44689,22.2,15.7,4.4,3.9,3.6,0.5,8.31E+01,2.6,-53.1,-80.2
9/30/2016,2016,38.963603,-76.446898,22.2,15.7,4.3,3.7,3.5,0.5,8.07E+01,2.4,-55.63,-31.24
9/30/2016,2016,38.963605,-76.446897,22.4,15.9,3.4,4,3.4,0.6,7.86E+01,2.6,-68.44,-44.27
9/30/2016,2016,38.963593,-76.446903,22.5,16.1,2.9,4.3,3.3,0.6,7.71E+01,2.6,-58.48,-34.84
9/30/2016,2016,38.963598,-76.446895,22.5,16.2,2.8,4.6,3.3,0.7,6.92E+01,2.8,-18.48,-8.67
9/30/2016,2016,38.963593,-76.446878,22.4,16.2,2.8,5.2,NaN,0.6,6.66E+01,2.7,-42.25,-20.19
9/30/2016,2016,38.963588,-76.44687,22.3,16.1,2.8,4.1,3.4,0.4,6.68E+01,2.3,-24.26,-65.03
9/30/2016,2016,38.963588,-76.446877,22.2,16,3,3.4,3.5,0.4,6.58E+01,2.4,34.09,-19.35
9/30/2016,2016,38.963597,-76.44687,22,15.8,3.4,3.2,3.6,0.5,6.84E+01,2.4,16.78,-47.43
9/30/2016,2016,38.963583,-76.44687,22,15.9,3,3.7,3.5,0.4,6.15E+01,2.2,16.86,-67.1
9/30/2016,2016,38.96359,-76.44688,21.9,15.9,2.8,2.9,3.4,0.4,6.29E+01,2.1,-32.85,-126.65
9/30/2016,2016,38.963588,-76.446878,21.6,15.5,3.4,3.3,3.6,0.3,6.87E+01,2.1,-34.42,-128.47
9/30/2016,2016,38.96359,-76.446877,21.6,15.4,3.3,3.2,3.5,NaN,NaN,NaN,-89.45,-128.03
9/30/2016,2016,38.963593,-76.446885,21.9,15.6,2.7,3.5,3.5,0.3,7.46E+01,2.1,-38.96,-28.64
9/30/2016,2016,38.9636,-76.446885,21.8,15.2,3.3,3.7,3.3,NaN,NaN,NaN,-83.87,-2.87
9/30/2016,2016,38.9636,-76.446885,21.9,15.3,3.1,3.3,3.4,0.4,7.35E+01,2.2,-38.7,60.9
9/30/2016,2016,38.963608,-76.44689,NaN,15.4,2.9,3.2,3.4,0.4,7.54E+01,2.4,-10.38,77.69
9/30/2016,2016,38.963613,-76.44689,22,15.6,2.4,4,3.3,0.5,7.07E+01,2.5,-5.86,79.36
9/30/2016,2016,38.963613,-76.44689,22,15.7,2.5,3.9,3.3,0.5,7.49E+01,2.6,-5.73,73.11
